corp_code,corp_name,stock_code,rcept_dt,report_name,rcept_no,report_text,dividend_amount
659976,영화테크,265560,20240208,현금ㆍ현물배당결정              ,20240208900313,,
659976,영화테크,265560,20230216,현금ㆍ현물배당결정,20230216900208,,
659976,영화테크,265560,20220204,현금ㆍ현물배당결정,20220204900504,,
659976,영화테크,265560,20210210,현금ㆍ현물배당결정,20210210900440,,
255275,HB테크놀러지,78150,20250214,현금ㆍ현물배당결정              ,20250214901013,,
255275,HB테크놀러지,78150,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213901289,,
255275,HB테크놀러지,78150,20240216,현금ㆍ현물배당결정              ,20240216900407,,
255275,HB테크놀러지,78150,20231213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231213900631,,
255275,HB테크놀러지,78150,20230217,현금ㆍ현물배당결정,20230217900640,,
160861,한농화성,11500,20250304,현금ㆍ현물배당결정              ,20250304800705,,
160861,한농화성,11500,20240228,현금ㆍ현물배당결정              ,20240228800807,,
160861,한농화성,11500,20230224,현금ㆍ현물배당결정,20230224800526,,
160861,한농화성,11500,20220303,현금ㆍ현물배당결정,20220303800305,,
160861,한농화성,11500,20210304,현금ㆍ현물배당결정,20210304800623,,
114093,덕성,4830,20250218,현금ㆍ현물배당결정              ,20250218800348,,
114093,덕성,4830,20240216,현금ㆍ현물배당결정              ,20240216800481,,
114093,덕성,4830,20230216,현금ㆍ현물배당결정,20230216800698,,
114093,덕성,4830,20220218,현금ㆍ현물배당결정,20220218800214,,
181299,상아프론테크,89980,20250221,현금ㆍ현물배당결정              ,20250221900632,,
181299,상아프론테크,89980,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900188,,
181299,상아프론테크,89980,20240207,현금ㆍ현물배당결정              ,20240207900643,,
181299,상아프론테크,89980,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900117,,
181299,상아프론테크,89980,20230206,현금ㆍ현물배당결정,20230206900640,,
181299,상아프론테크,89980,20221216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221216900528,,
181299,상아프론테크,89980,20220407,[기재정정]현금ㆍ현물배당결정,20220407900607,,
181299,상아프론테크,89980,20220207,현금ㆍ현물배당결정,20220207900624,,
181299,상아프론테크,89980,20211216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211216900635,,
415628,세진중공업,75580,20250311,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250311801370,,
415628,세진중공업,75580,20250311,현금ㆍ현물배당결정              ,20250311801335,,
415628,세진중공업,75580,20241223,기타경영사항(자율공시)              (배당기준일 변경 안내),20241223800692,,
415628,세진중공업,75580,20240313,현금ㆍ현물배당결정              ,20240313801876,,
415628,세진중공업,75580,20230315,현금ㆍ현물배당결정,20230315801281,,
373447,서린바이오,38070,20250220,현금ㆍ현물배당결정              ,20250220900912,,
373447,서린바이오,38070,20241226,배당락              (주식배당),20241226901046,,
373447,서린바이오,38070,20241212,주식배당결정              ,20241212900454,,
373447,서린바이오,38070,20241212,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241212900398,,
373447,서린바이오,38070,20240313,현금ㆍ현물배당결정              ,20240313901566,,
373447,서린바이오,38070,20231226,배당락(주식배당),20231226900890,,
373447,서린바이오,38070,20231214,주식배당결정,20231214900404,,
373447,서린바이오,38070,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900400,,
373447,서린바이오,38070,20230306,현금ㆍ현물배당결정,20230306900812,,
373447,서린바이오,38070,20221227,배당락(주식배당),20221227900887,,
373447,서린바이오,38070,20221214,주식배당결정,20221214900838,,
373447,서린바이오,38070,20221214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221214900707,,
373447,서린바이오,38070,20220217,현금ㆍ현물배당결정,20220217900460,,
373447,서린바이오,38070,20211228,배당락(주식배당),20211228900779,,
373447,서린바이오,38070,20211221,주식배당결정,20211221900154,,
373447,서린바이오,38070,20211215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211215900438,,
990165,아세아시멘트,183190,20250226,현금ㆍ현물배당결정              ,20250226800229,,
990165,아세아시멘트,183190,20241112,현금ㆍ현물배당결정              ,20241112800328,,
990165,아세아시멘트,183190,20241018,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241018800175,,
990165,아세아시멘트,183190,20240228,현금ㆍ현물배당결정              ,20240228800794,,
990165,아세아시멘트,183190,20231106,현금ㆍ현물배당결정,20231106800352,,
990165,아세아시멘트,183190,20231017,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231017800215,,
990165,아세아시멘트,183190,20230228,현금ㆍ현물배당결정,20230228800958,,
990165,아세아시멘트,183190,20220225,현금ㆍ현물배당결정,20220225800538,,
165680,호텔신라,8770,20240126,현금ㆍ현물배당결정,20240126800550,,
327819,선익시스템,171090,20241216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241216900696,,
327819,선익시스템,171090,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900765,,
176516,금화피에스시,36190,20250227,현금ㆍ현물배당결정              ,20250227900374,,
176516,금화피에스시,36190,20240229,현금ㆍ현물배당결정              ,20240229900741,,
176516,금화피에스시,36190,20230302,현금ㆍ현물배당결정,20230302900530,,
684714,풍산,103140,20250205,현금ㆍ현물배당결정              ,20250205800574,,
684714,풍산,103140,20250205,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250205800525,,
684714,풍산,103140,20241216,기타경영사항(자율공시)              (배당기준일 변경 안내),20241216801117,,
126371,삼성전기,9150,20250124,현금ㆍ현물배당결정              ,20250124800247,,
126371,삼성전기,9150,20240131,[첨부정정]현금ㆍ현물배당결정,20240131800223,,
126371,삼성전기,9150,20240131,현금ㆍ현물배당결정,20240131800219,,
148993,하이트진로홀딩스,140,20250206,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250206800475,,
148993,하이트진로홀딩스,140,20250206,현금ㆍ현물배당결정              ,20250206800488,,
148993,하이트진로홀딩스,140,20240208,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240208800588,,
148993,하이트진로홀딩스,140,20240208,현금ㆍ현물배당결정              ,20240208800624,,
148993,하이트진로홀딩스,140,20230309,현금ㆍ현물배당결정,20230309800449,,
148993,하이트진로홀딩스,140,20230309,현금ㆍ현물배당결정(자회사의 주요경영사항),20230309800398,,
565154,이노션,214320,20250218,현금ㆍ현물배당결정              ,20250218800626,,
565154,이노션,214320,20250218,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250218800608,,
565154,이노션,214320,20241213,기타경영사항(자율공시)              (배당기준일 변경 안내),20241213800837,,
565154,이노션,214320,20240806,현금ㆍ현물배당결정              ,20240806800845,,
565154,이노션,214320,20240614,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240614800580,,
565154,이노션,214320,20240227,현금ㆍ현물배당결정              ,20240227800304,,
565154,이노션,214320,20240227,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240227800300,,
565154,이노션,214320,20231215,기타경영사항(자율공시)(배당기준일 변경 안내),20231215800939,,
593032,LF,93050,20250211,현금ㆍ현물배당결정              ,20250211801120,,
593032,LF,93050,20250211,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250211801085,,
593032,LF,93050,20241213,기타경영사항(자율공시)              (배당기준일 변경 안내),20241213801781,,
593032,LF,93050,20240213,현금ㆍ현물배당결정              ,20240213801172,,
414601,유니퀘스트,77500,20250213,현금ㆍ현물배당결정              ,20250213801041,,
414601,유니퀘스트,77500,20240208,현금ㆍ현물배당결정              ,20240208800162,,
414601,유니퀘스트,77500,20230213,현금ㆍ현물배당결정,20230213800907,,
199988,동아화성,41930,20250313,현금ㆍ현물배당결정              ,20250313900228,,
199988,동아화성,41930,20240313,현금ㆍ현물배당결정              ,20240313900410,,
199988,동아화성,41930,20230316,현금ㆍ현물배당결정,20230316900436,,
199988,동아화성,41930,20220316,현금ㆍ현물배당결정,20220316900968,,
199988,동아화성,41930,20210312,현금ㆍ현물배당결정,20210312900152,,
199988,동아화성,41930,20200309,현금ㆍ현물배당결정,20200309900453,,
416654,유엔젤,72130,20250418,[기재정정]현금ㆍ현물배당결정              ,20250418800500,,
416654,유엔젤,72130,20250328,[기재정정]현금ㆍ현물배당결정              ,20250328801870,,
416654,유엔젤,72130,20250207,현금ㆍ현물배당결정              ,20250207801151,,
416654,유엔젤,72130,20241216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241216800263,,
1208885,경동도시가스,267290,20250225,현금ㆍ현물배당결정              ,20250225800496,,
1208885,경동도시가스,267290,20240222,현금ㆍ현물배당결정              ,20240222800515,,
1208885,경동도시가스,267290,20230306,현금ㆍ현물배당결정,20230306800692,,
1208885,경동도시가스,267290,20220225,현금ㆍ현물배당결정,20220225800867,,
102140,경인전자,9140,20250219,현금ㆍ현물배당결정              ,20250219800645,,
102140,경인전자,9140,20240207,현금ㆍ현물배당결정              ,20240207800290,,
102140,경인전자,9140,20230208,현금ㆍ현물배당결정,20230208800242,,
171867,에스씨디,42110,20250228,현금ㆍ현물배당결정              ,20250228900798,,
171867,에스씨디,42110,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900823,,
171867,에스씨디,42110,20240229,현금ㆍ현물배당결정              ,20240229900622,,
171867,에스씨디,42110,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900917,,
171867,에스씨디,42110,20230303,현금ㆍ현물배당결정,20230303900474,,
171867,에스씨디,42110,20221216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221216901070,,
171867,에스씨디,42110,20220302,현금ㆍ현물배당결정,20220302900895,,
171867,에스씨디,42110,20211216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211216900444,,
171867,에스씨디,42110,20210226,현금ㆍ현물배당결정,20210226901266,,
171867,에스씨디,42110,20200228,현금ㆍ현물배당결정,20200228901158,,
287788,정상제이엘에스,40420,20250205,현금ㆍ현물배당결정              ,20250205900390,,
287788,정상제이엘에스,40420,20241111,수시공시의무관련사항(공정공시)              (2024년 사업연도(제32기) 현금배당 계획),20241111900242,,
287788,정상제이엘에스,40420,20240206,현금ㆍ현물배당결정              ,20240206900225,,
287788,정상제이엘에스,40420,20231110,수시공시의무관련사항(공정공시)(2023년 사업연도(제31기) 현금배당 계획),20231110900108,,
287788,정상제이엘에스,40420,20230208,현금ㆍ현물배당결정,20230208901042,,
287788,정상제이엘에스,40420,20220406,[기재정정]현금ㆍ현물배당결정,20220406900340,,
287788,정상제이엘에스,40420,20220208,현금ㆍ현물배당결정,20220208900366,,
287788,정상제이엘에스,40420,20211109,수시공시의무관련사항(공정공시)(2021년 사업연도(제29기) 현금배당 계획),20211109900203,,
287788,정상제이엘에스,40420,20210210,현금ㆍ현물배당결정(현금배당결정),20210210900295,,
287788,정상제이엘에스,40420,20200207,현금ㆍ현물배당결정,20200207900309,,
1047840,미스터블루,207760,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900883,,
1047840,미스터블루,207760,20230207,현금ㆍ현물배당결정,20230207900459,,
1047840,미스터블루,207760,20230207,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20230207900410,,
1419135,이노진,344860,20250210,현금ㆍ현물배당결정              ,20250210900465,,
1419135,이노진,344860,20241211,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241211900160,,
1419135,이노진,344860,20240206,현금ㆍ현물배당결정              ,20240206900672,,
587457,갤럭시아머니트리,94480,20250314,현금ㆍ현물배당결정              ,20250314900373,,
587457,갤럭시아머니트리,94480,20240312,현금ㆍ현물배당결정              ,20240312901113,,
587457,갤럭시아머니트리,94480,20230310,현금ㆍ현물배당결정,20230310900553,,
587457,갤럭시아머니트리,94480,20220408,[기재정정]현금ㆍ현물배당결정,20220408900145,,
587457,갤럭시아머니트리,94480,20220311,현금ㆍ현물배당결정,20220311900864,,
124276,부스타,8470,20250207,현금ㆍ현물배당결정              ,20250207900186,,
124276,부스타,8470,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900596,,
124276,부스타,8470,20240208,현금ㆍ현물배당결정              ,20240208900962,,
124276,부스타,8470,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900536,,
124276,부스타,8470,20230206,현금ㆍ현물배당결정,20230206900882,,
124276,부스타,8470,20221215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221215900397,,
124276,부스타,8470,20220407,[기재정정]현금ㆍ현물배당결정,20220407900081,,
124276,부스타,8470,20220207,현금ㆍ현물배당결정,20220207900586,,
124276,부스타,8470,20211220,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211220900125,,
328191,케이에스피,73010,20250306,현금ㆍ현물배당결정              ,20250306900519,,
328191,케이에스피,73010,20240307,현금ㆍ현물배당결정              ,20240307900396,,
155151,피에이치에이,43370,20250226,현금ㆍ현물배당결정              ,20250226900691,,
155151,피에이치에이,43370,20240229,현금ㆍ현물배당결정              ,20240229900506,,
155151,피에이치에이,43370,20230303,현금ㆍ현물배당결정,20230303900307,,
155151,피에이치에이,43370,20220228,현금ㆍ현물배당결정,20220228900596,,
155151,피에이치에이,43370,20210303,현금ㆍ현물배당결정,20210303900360,,
143527,경동인베스트,12320,20250312,현금ㆍ현물배당결정              ,20250312801386,,
143527,경동인베스트,12320,20250306,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250306800950,,
143527,경동인베스트,12320,20250306,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250306800944,,
143527,경동인베스트,12320,20250225,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250225800497,,
143527,경동인베스트,12320,20250217,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250217800699,,
143527,경동인베스트,12320,20241211,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241211800033,,
143527,경동인베스트,12320,20240228,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240228800713,,
143527,경동인베스트,12320,20240228,현금ㆍ현물배당결정              ,20240228800708,,
143527,경동인베스트,12320,20240222,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240222800516,,
143527,경동인베스트,12320,20240216,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240216800358,,
143527,경동인베스트,12320,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215801981,,
143527,경동인베스트,12320,20230306,현금ㆍ현물배당결정(자회사의 주요경영사항),20230306800693,,
143527,경동인베스트,12320,20230228,현금ㆍ현물배당결정(자회사의 주요경영사항),20230228801182,,
143527,경동인베스트,12320,20230228,현금ㆍ현물배당결정,20230228800574,,
143527,경동인베스트,12320,20230217,현금ㆍ현물배당결정(자회사의 주요경영사항),20230217800732,,
296263,YW,51390,20250417,[기재정정]현금ㆍ현물배당결정              ,20250417900868,,
296263,YW,51390,20250207,현금ㆍ현물배당결정              ,20250207900419,,
296263,YW,51390,20240206,현금ㆍ현물배당결정              ,20240206900322,,
296263,YW,51390,20230206,현금ㆍ현물배당결정,20230206900404,,
296263,YW,51390,20220204,현금ㆍ현물배당결정,20220204900285,,
296263,YW,51390,20210129,현금ㆍ현물배당결정,20210129900482,,
296263,YW,51390,20200206,현금ㆍ현물배당결정,20200206900209,,
350482,성우테크론,45300,20241226,배당락              (주식배당),20241226901047,,
350482,성우테크론,45300,20241217,주식배당결정              ,20241217900269,,
350482,성우테크론,45300,20231226,배당락(주식배당),20231226900892,,
350482,성우테크론,45300,20231215,주식배당결정,20231215901196,,
350482,성우테크론,45300,20230404,[기재정정]현금ㆍ현물배당결정,20230404900632,,
350482,성우테크론,45300,20230321,[기재정정]현금ㆍ현물배당결정,20230321900174,,
350482,성우테크론,45300,20221227,배당락(주식배당),20221227900885,,
350482,성우테크론,45300,20221216,주식배당결정,20221216900588,,
350482,성우테크론,45300,20221216,현금ㆍ현물배당결정,20221216900581,,
350482,성우테크론,45300,20220406,[기재정정]현금ㆍ현물배당결정,20220406900597,,
350482,성우테크론,45300,20220324,[기재정정]현금ㆍ현물배당결정,20220324900458,,
350482,성우테크론,45300,20220222,[기재정정]주식배당결정,20220222900393,,
350482,성우테크론,45300,20220222,[기재정정]현금ㆍ현물배당결정,20220222900392,,
350482,성우테크론,45300,20211228,배당락(주식배당),20211228900773,,
350482,성우테크론,45300,20211217,현금ㆍ현물배당결정,20211217900248,,
350482,성우테크론,45300,20211217,주식배당결정,20211217900246,,
350482,성우테크론,45300,20201228,배당락(주식배당),20201228900937,,
350482,성우테크론,45300,20201216,주식배당결정,20201216900461,,
350482,성우테크론,45300,20201216,현금ㆍ현물배당결정,20201216900459,,
256715,국순당,43650,20250225,현금ㆍ현물배당결정              ,20250225900967,,
256715,국순당,43650,20240222,현금ㆍ현물배당결정              ,20240222900769,,
256715,국순당,43650,20230223,현금ㆍ현물배당결정,20230223901031,,
256715,국순당,43650,20220224,현금ㆍ현물배당결정,20220224900524,,
256715,국순당,43650,20210224,현금ㆍ현물배당결정,20210224900386,,
256715,국순당,43650,20200225,현금ㆍ현물배당결정,20200225900481,,
219097,BGF,27410,20250211,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250211801106,,
219097,BGF,27410,20250211,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250211801113,,
219097,BGF,27410,20250211,현금ㆍ현물배당결정              ,20250211801089,,
219097,BGF,27410,20250211,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250211801011,,
219097,BGF,27410,20250211,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250211800900,,
219097,BGF,27410,20250211,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250211800827,,
219097,BGF,27410,20241205,기타경영사항(자율공시)              (배당기준일 변경 안내),20241205800263,,
127936,삼일기업공사,2290,20250310,현금ㆍ현물배당결정              ,20250310901371,,
127936,삼일기업공사,2290,20240308,현금ㆍ현물배당결정              ,20240308900181,,
127936,삼일기업공사,2290,20230310,현금ㆍ현물배당결정,20230310900513,,
127936,삼일기업공사,2290,20221214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221214900184,,
127936,삼일기업공사,2290,20220228,현금ㆍ현물배당결정,20220228900697,,
154055,태원물산,1420,20250306,현금ㆍ현물배당결정              ,20250306800447,,
154055,태원물산,1420,20240312,현금ㆍ현물배당결정              ,20240312800297,,
154055,태원물산,1420,20230309,현금ㆍ현물배당결정,20230309801061,,
154055,태원물산,1420,20220302,현금ㆍ현물배당결정,20220302800449,,
154055,태원물산,1420,20210302,현금ㆍ현물배당결정,20210302800236,,
447928,네오티스,85910,20250227,현금ㆍ현물배당결정              ,20250227900409,,
447928,네오티스,85910,20240226,현금ㆍ현물배당결정              ,20240226900696,,
447928,네오티스,85910,20230228,현금ㆍ현물배당결정,20230228900978,,
447928,네오티스,85910,20220228,현금ㆍ현물배당결정,20220228900398,,
144164,SK가스,18670,20250204,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250204801188,,
144164,SK가스,18670,20250204,현금ㆍ현물배당결정              ,20250204801177,,
144164,SK가스,18670,20241218,기타경영사항(자율공시)              (배당기준일 안내),20241218800573,,
144164,SK가스,18670,20240719,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240719800383,,
144164,SK가스,18670,20240719,현금ㆍ현물배당결정              ,20240719800376,,
1214743,더네이쳐홀딩스,298540,20250313,[기재정정]현금ㆍ현물배당결정              ,20250313901061,,
1214743,더네이쳐홀딩스,298540,20250217,현금ㆍ현물배당결정              ,20250217901044,,
1214743,더네이쳐홀딩스,298540,20240226,현금ㆍ현물배당결정              ,20240226900312,,
1214743,더네이쳐홀딩스,298540,20230407,[기재정정]현금ㆍ현물배당결정,20230407901169,,
1214743,더네이쳐홀딩스,298540,20230222,현금ㆍ현물배당결정,20230222900486,,
1214743,더네이쳐홀딩스,298540,20220401,[기재정정]현금ㆍ현물배당결정,20220401900267,,
759294,와이솔,122990,20250226,[기재정정]현금ㆍ현물배당결정              ,20250226900738,,
759294,와이솔,122990,20250226,현금ㆍ현물배당결정              ,20250226900438,,
759294,와이솔,122990,20250226,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250226900406,,
759294,와이솔,122990,20241218,기타경영사항(자율공시)              (정관 변경에 따른 배당기준일 안내),20241218900169,,
759294,와이솔,122990,20240228,현금ㆍ현물배당결정              ,20240228900183,,
759294,와이솔,122990,20240228,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240228900179,,
759294,와이솔,122990,20231215,기타경영사항(자율공시)(배당기준일 변경 안내),20231215900092,,
759294,와이솔,122990,20221214,현금ㆍ현물배당결정,20221214900554,,
759294,와이솔,122990,20220408,[기재정정]현금ㆍ현물배당결정,20220408900154,,
759294,와이솔,122990,20220121,[기재정정]현금ㆍ현물배당결정,20220121900296,,
759294,와이솔,122990,20211213,현금ㆍ현물배당결정,20211213900547,,
759294,와이솔,122990,20211213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211213900537,,
445799,서원인텍,93920,20250211,현금ㆍ현물배당결정              ,20250211900657,,
445799,서원인텍,93920,20240207,현금ㆍ현물배당결정              ,20240207900258,,
445799,서원인텍,93920,20230207,현금ㆍ현물배당결정,20230207900663,,
445799,서원인텍,93920,20220204,현금ㆍ현물배당결정,20220204900385,,
445799,서원인텍,93920,20210204,현금ㆍ현물배당결정,20210204900239,,
445799,서원인텍,93920,20200205,현금ㆍ현물배당결정,20200205900336,,
1316227,효성티앤씨,298020,20250227,현금ㆍ현물배당결정              ,20250227800974,,
222532,LG헬로비전,37560,20241216,기타경영사항(자율공시)              (배당기준일 변경 안내),20241216800407,,
222532,LG헬로비전,37560,20240126,현금ㆍ현물배당결정,20240126800755,,
222532,LG헬로비전,37560,20230126,현금ㆍ현물배당결정,20230126800495,,
1478712,대덕전자,353200,20250220,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250220800563,,
1478712,대덕전자,353200,20250220,현금ㆍ현물배당결정              ,20250220800556,,
1478712,대덕전자,353200,20241217,기타경영사항(자율공시)              (배당기준일 관련 안내),20241217800605,,
1478712,대덕전자,353200,20240228,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240228801051,,
1478712,대덕전자,353200,20240228,현금ㆍ현물배당결정              ,20240228801169,,
1478712,대덕전자,353200,20231215,기타경영사항(자율공시)(정관변경에 따른 배당기준일 안내),20231215801082,,
138701,아세아,2030,20250226,현금ㆍ현물배당결정              ,20250226800227,,
138701,아세아,2030,20241112,현금ㆍ현물배당결정              ,20241112800342,,
138701,아세아,2030,20241018,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241018800176,,
138701,아세아,2030,20240228,현금ㆍ현물배당결정              ,20240228800697,,
138701,아세아,2030,20230726,현금ㆍ현물배당결정,20230726800210,,
138701,아세아,2030,20230710,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20230710800097,,
138701,아세아,2030,20230228,현금ㆍ현물배당결정,20230228800916,,
983271,엔에이치엔,181710,20250213,현금ㆍ현물배당결정              ,20250213801421,,
983271,엔에이치엔,181710,20250213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250213801410,,
983271,엔에이치엔,181710,20241216,기타경영사항(자율공시)              (배당기준일 변경 안내),20241216801633,,
983271,엔에이치엔,181710,20240213,현금ㆍ현물배당결정              ,20240213801266,,
364306,성우전자,81580,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900687,,
364306,성우전자,81580,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900795,,
364306,성우전자,81580,20230404,[기재정정]현금ㆍ현물배당결정,20230404900114,,
364306,성우전자,81580,20230223,현금ㆍ현물배당결정,20230223900609,,
364306,성우전자,81580,20221216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221216900666,,
364306,성우전자,81580,20220407,[기재정정]현금ㆍ현물배당결정,20220407900713,,
364306,성우전자,81580,20220225,현금ㆍ현물배당결정,20220225901006,,
364306,성우전자,81580,20211216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211216900906,,
244783,한네트,52600,20250221,현금ㆍ현물배당결정              ,20250221900383,,
244783,한네트,52600,20240226,현금ㆍ현물배당결정              ,20240226900740,,
244783,한네트,52600,20230224,현금ㆍ현물배당결정,20230224900630,,
244783,한네트,52600,20220225,현금ㆍ현물배당결정,20220225901068,,
244783,한네트,52600,20210226,현금ㆍ현물배당결정,20210226900338,,
244783,한네트,52600,20200227,현금ㆍ현물배당결정,20200227900597,,
112022,대원화성,24890,20210216,현금ㆍ현물배당결정,20210216800393,,
112022,대원화성,24890,20200219,현금ㆍ현물배당결정,20200219800420,,
298270,안랩,53800,20250211,현금ㆍ현물배당결정              ,20250211901297,,
298270,안랩,53800,20240213,현금ㆍ현물배당결정              ,20240213901164,,
298270,안랩,53800,20230213,현금ㆍ현물배당결정,20230213901360,,
152783,코메론,49430,20250227,현금ㆍ현물배당결정              ,20250227900433,,
152783,코메론,49430,20240226,현금ㆍ현물배당결정              ,20240226901074,,
152783,코메론,49430,20230228,현금ㆍ현물배당결정,20230228900479,,
152783,코메론,49430,20220228,현금ㆍ현물배당결정,20220228900453,,
152783,코메론,49430,20210215,현금ㆍ현물배당결정,20210215900475,,
152783,코메론,49430,20200213,현금ㆍ현물배당결정,20200213900305,,
302926,현대로템,64350,20250206,현금ㆍ현물배당결정              ,20250206800111,,
302926,현대로템,64350,20250206,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250206800102,,
302926,현대로템,64350,20241213,기타경영사항(자율공시)              (배당기준일 변경 안내),20241213801042,,
101336,경남에너지,8020,20160211,현금ㆍ현물배당결정,20160211800182,,
101336,경남에너지,8020,20150212,현금ㆍ현물배당결정,20150212800250,,
105299,금강공업,14280,20250220,현금ㆍ현물배당결정              ,20250220800418,,
105299,금강공업,14280,20240220,현금ㆍ현물배당결정              ,20240220800231,,
105299,금강공업,14280,20230220,현금ㆍ현물배당결정,20230220800439,,
105299,금강공업,14280,20220223,현금ㆍ현물배당결정,20220223800191,,
623661,원익머트리얼즈,104830,20250225,현금ㆍ현물배당결정              ,20250225900499,,
623661,원익머트리얼즈,104830,20240226,현금ㆍ현물배당결정              ,20240226901201,,
623661,원익머트리얼즈,104830,20230228,현금ㆍ현물배당결정,20230228900822,,
159102,DB손해보험,5830,20250228,[기재정정]현금ㆍ현물배당결정              ,20250228800702,,
159102,DB손해보험,5830,20250228,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250228800688,,
159102,DB손해보험,5830,20250206,현금ㆍ현물배당결정              ,20250206800745,,
226866,인탑스,49070,20250613,중간(분기)배당을위한주주명부폐쇄(기준일)결정              ,20250613900112,,
226866,인탑스,49070,20250205,현금ㆍ현물배당결정              ,20250205900349,,
226866,인탑스,49070,20240807,현금ㆍ현물배당결정              ,20240807900252,,
226866,인탑스,49070,20240614,중간(분기)배당을위한주주명부폐쇄(기준일)결정              ,20240614900171,,
226866,인탑스,49070,20240202,현금ㆍ현물배당결정,20240202901088,,
226866,인탑스,49070,20230808,현금ㆍ현물배당결정,20230808900137,,
226866,인탑스,49070,20230615,중간(분기)배당을위한주주명부폐쇄(기준일)결정,20230615900114,,
226866,인탑스,49070,20230213,현금ㆍ현물배당결정,20230213900627,,
226866,인탑스,49070,20220808,현금ㆍ현물배당결정(중간배당),20220808900124,,
