corp_name,stock_code,rcept_dt,report_nm,rcept_no,per_share_common,yield_common,total_amount,record_date,payment_date,meeting_held,meeting_date,board_decision_date,days_to_payment,days_to_payment_missing
일지테크,19540,1970-01-01 00:00:00.020140217,현금ㆍ현물배당결정,20140217900146,60.0,0.7,810810000.0,2013-12-31,,주주총회,-,2014-02-17,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020250227,현금ㆍ현물배당결정              ,20250227900662,400.0,1.8,3600000000.0,2024-12-31,2025-03-31,이사회,2025-03-28,2025-02-27,20177.0,0
프로텍,53610,1970-01-01 00:00:00.020240227,현금ㆍ현물배당결정              ,20240227900471,400.0,0.9,3600000000.0,2023-12-31,2024-03-29,이사회,2024-03-27,2024-02-27,19810.0,0
프로텍,53610,1970-01-01 00:00:00.020230224,현금ㆍ현물배당결정,20230224900551,500.0,2.3,3677750000.0,2022-12-31,2023-03-31,이사회,2023-03-24,2023-02-24,19446.0,0
프로텍,53610,1970-01-01 00:00:00.020220225,현금ㆍ현물배당결정,20220225900727,350.0,1.3,3418800000.0,2021-12-31,2022-03-31,이사회,2022-03-29,2022-02-25,19081.0,0
프로텍,53610,1970-01-01 00:00:00.020220328,[기재정정]현금ㆍ현물배당결정,20220328900512,400.0,1.5,3907200000.0,2021-12-31,2022-04-11,이사회,2022-03-29,2022-03-28,19092.0,0
프로텍,53610,1970-01-01 00:00:00.020210322,[기재정정]현금ㆍ현물배당결정,20210322901503,300.0,1.2,2930400000.0,2020-12-31,2021-03-31,주주총회,2021-03-26,2021-02-25,18716.0,0
프로텍,53610,1970-01-01 00:00:00.020210225,현금ㆍ현물배당결정,20210225900855,300.0,1.2,2930400000.0,2020-12-31,,주주총회,2021-03-26,2021-02-25,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020200330,[기재정정]현금ㆍ현물배당결정,20200330905334,400.0,2.5,4141454800.0,2019-12-31,2020-03-31,주주총회,2020-03-27,2020-02-27,18351.0,0
프로텍,53610,1970-01-01 00:00:00.020190227,현금ㆍ현물배당결정,20190227900997,300.0,2.3,2644566900.0,2018-12-31,,주주총회,2019-03-28,2019-02-27,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020200227,현금ㆍ현물배당결정,20200227900122,400.0,2.5,4141454800.0,2019-12-31,,주주총회,2020-03-27,2020-02-27,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020170223,현금ㆍ현물배당결정,20170223900284,150.0,1.4,1337685900.0,2016-12-31,,주주총회,2017-03-24,2017-02-23,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020180221,현금ㆍ현물배당결정,20180221900367,200.0,1.0,1795840600.0,2017-12-31,,주주총회,2018-03-22,2018-02-21,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020160225,현금ㆍ현물배당결정,20160225900374,150.0,1.8,1314552300.0,2015-12-31,,주주총회,2016-03-25,2016-02-25,-1.0,1
프로텍,53610,1970-01-01 00:00:00.020150224,현금ㆍ현물배당결정,20150224900210,160.0,1.9,1402189120.0,2014-12-31,2015-04-26,주주총회,2015-03-27,2015-02-24,16550.0,0
프로텍,53610,1970-01-01 00:00:00.020140228,현금ㆍ현물배당결정,20140228900190,80.0,0.9,701094560.0,2013-12-31,2014-04-21,주주총회,2014-03-21,2014-02-28,16180.0,0
프로텍,53610,1970-01-01 00:00:00.020130220,현금ㆍ현물배당결정,20130220900083,150.0,1.7,1314552300.0,2012-12-31,,개최,2013-03-22,2013-02-20,-1.0,1
에프엔씨엔터,173940,1970-01-01 00:00:00.020160226,현금ㆍ현물배당결정,20160226900015,200.0,0.9,2382344800.0,2015-12-31,2016-04-15,주주총회,2016-03-28,2016-02-26,16905.0,0
에프엔씨엔터,173940,1970-01-01 00:00:00.020150716,현금ㆍ현물배당결정,20150716900082,200.0,1.0,1893938800.0,2015-07-15,,이사회,-,2015-07-16,-1.0,1
에프엔씨엔터,173940,1970-01-01 00:00:00.020150305,현금ㆍ현물배당결정,20150305900178,400.0,1.8,2526926000.0,2014-12-31,,주주총회,2015-03-27,2015-03-05,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020250305,현금ㆍ현물배당결정              ,20250305900570,100.0,1.38,1091446100.0,2024-12-31,,주주총회,2025-03-26,2025-03-05,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020230309,현금ㆍ현물배당결정,20230309901093,150.0,1.72,1698260100.0,2022-12-31,,주주총회,2023-03-29,2023-03-09,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020220304,현금ㆍ현물배당결정,20220304900519,100.0,0.93,1183329000.0,2021-12-31,,주주총회,2022-03-29,2022-03-04,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020190305,현금ㆍ현물배당결정,20190305900725,100.0,1.02,1211471000.0,2018-12-31,,주주총회,2019-03-26,2019-03-05,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020210302,현금ㆍ현물배당결정,20210302900275,100.0,0.94,1183329000.0,2020-12-31,,주주총회,2021-03-29,2021-03-02,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020180302,현금ㆍ현물배당결정,20180302900416,100.0,0.5,1211471000.0,2017-12-31,,주주총회,2018-03-28,2018-03-02,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020160224,현금ㆍ현물배당결정,20160224900041,100.0,0.47,1095627700.0,2015-12-31,,주주총회,2016-03-28,2016-02-24,-1.0,1
비아트론,141000,1970-01-01 00:00:00.020170303,현금ㆍ현물배당결정,20170303900121,100.0,0.4,1211471000.0,2016-12-31,,주주총회,2017-03-30,2017-03-03,-1.0,1
이엠네트웍스,87730,1970-01-01 00:00:00.020150309,현금ㆍ현물배당결정,20150309900775,150.0,1.0,429000000.0,2014-12-31,,주주총회,2015-03-27,2015-03-09,-1.0,1
이엠네트웍스,87730,1970-01-01 00:00:00.020160310,현금ㆍ현물배당결정,20160310901455,100.0,1.0,286000000.0,2015-12-31,,주주총회,2016-03-28,2016-03-10,-1.0,1
이엠네트웍스,87730,1970-01-01 00:00:00.020140306,현금ㆍ현물배당결정,20140306900212,100.0,1.0,286000000.0,2013-12-31,,주주총회,2014-03-21,2014-03-06,-1.0,1
이엠네트웍스,87730,1970-01-01 00:00:00.020130305,현금ㆍ현물배당결정,20130305900337,100.0,1.24,286000000.0,2012-12-31,,주주총회,2013-03-22,2013-03-05,-1.0,1
진에어,272450,1970-01-01 00:00:00.020180307,현금ㆍ현물배당결정,20180307800675,250.0,0.9,7500000000.0,2017-12-31,,개최,2018-03-23,2018-03-07,-1.0,1
진에어,272450,1970-01-01 00:00:00.020190305,현금ㆍ현물배당결정,20190305800754,300.0,1.6,9000000000.0,2018-12-31,,개최,2019-03-27,2019-03-05,-1.0,1
한솔홈데코,25750,1970-01-01 00:00:00.020220225,현금ㆍ현물배당결정,20220225801117,20.0,1.2,1611302980.0,2021-12-31,,개최,2022-03-23,2022-02-25,-1.0,1
한솔홈데코,25750,1970-01-01 00:00:00.020190227,현금ㆍ현물배당결정,20190227800991,20.0,1.5,1611302980.0,2018-12-31,,개최,2019-03-21,2019-02-27,-1.0,1
한솔홈데코,25750,1970-01-01 00:00:00.020180227,현금ㆍ현물배당결정,20180227800647,20.0,1.4,1611302980.0,2017-12-31,,개최,2018-03-22,2018-02-27,-1.0,1
로보로보,215100,1970-01-01 00:00:00.020200306,현금ㆍ현물배당결정,20200306900152,13.0,0.3,225384263.0,2019-12-31,2020-04-09,주주총회,2020-03-23,2020-03-06,18360.0,0
로보로보,215100,1970-01-01 00:00:00.020240308,현금ㆍ현물배당결정              ,20240308900148,14.0,0.3,283280536.0,2023-12-31,2024-04-04,주주총회,2024-03-25,2024-03-08,19816.0,0
로보로보,215100,1970-01-01 00:00:00.020190311,현금ㆍ현물배당결정,20190311900360,29.0,1.4,516154557.0,2018-12-31,2019-04-17,주주총회,2019-03-27,2019-03-11,18002.0,0
로보로보,215100,1970-01-01 00:00:00.020180308,현금ㆍ현물배당결정,20180308900587,23.0,1.0,378313959.0,2017-12-31,2018-04-20,주주총회,2018-03-23,2018-03-08,17640.0,0
필옵틱스,161580,1970-01-01 00:00:00.020240328,[기재정정]현금ㆍ현물배당결정              ,20240328903445,2314.0,21.3,39026211566.0,2023-12-31,,주주총회,-,2024-02-14,-1.0,1
필옵틱스,161580,1970-01-01 00:00:00.020231019,현금ㆍ현물배당결정(분기배당),20231019900162,188.0,1.6,3105329104.0,2023-09-30,2023-10-31,이사회,-,2023-10-19,19660.0,0
필옵틱스,161580,1970-01-01 00:00:00.020240214,현금ㆍ현물배당결정              ,20240214900501,1360.0,12.5,23264973612.0,2023-12-31,,주주총회,-,2024-02-14,-1.0,1
필옵틱스,161580,1970-01-01 00:00:00.020230213,현금ㆍ현물배당결정,20230213901367,35.0,0.49,549373265.0,2022-12-31,,주주총회,2023-03-29,2023-02-13,-1.0,1
필옵틱스,161580,1970-01-01 00:00:00.020180312,[기재정정]현금ㆍ현물배당결정,20180312900859,300.0,0.9,1699988700.0,2017-12-31,,주주총회,2018-03-28,2017-12-22,-1.0,1
필옵틱스,161580,1970-01-01 00:00:00.020210107,현금ㆍ현물배당결정,20210107900363,50.0,0.36,1036719100.0,2020-12-31,,주주총회,-,2021-01-07,-1.0,1
필옵틱스,161580,1970-01-01 00:00:00.020171222,현금ㆍ현물배당결정,20171222900389,300.0,1.5,1702672800.0,2017-12-31,,주주총회,-,2017-12-22,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020240226,현금ㆍ현물배당결정              ,20240226900243,450.0,2.7,3227935950.0,2023-12-31,,주주총회,2024-03-26,2024-02-26,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020250225,현금ㆍ현물배당결정              ,20250225900183,420.0,3.2,3012740220.0,2024-12-31,,주주총회,2025-03-26,2025-02-25,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020230220,현금ㆍ현물배당결정,20230220900345,400.0,2.3,2869276400.0,2022-12-31,,주주총회,2023-03-23,2023-02-20,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020220222,현금ㆍ현물배당결정,20220222900156,300.0,1.4,2151957300.0,2021-12-31,,주주총회,2022-03-24,2022-02-22,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020200212,현금ㆍ현물배당결정,20200212900858,300.0,2.0,2130117300.0,2019-12-31,,주주총회,2020-03-24,2020-02-12,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020210223,현금ㆍ현물배당결정,20210223900130,300.0,0.8,2135457300.0,2020-12-31,,주주총회,-,2021-02-23,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020190218,현금ㆍ현물배당결정,20190218900321,300.0,2.3,2130117300.0,2018-12-31,,주주총회,2019-03-26,2019-02-18,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020180228,현금ㆍ현물배당결정,20180228900577,270.0,2.2,1674579690.0,2017-12-31,,주주총회,2018-03-23,2018-02-28,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020170228,현금ㆍ현물배당결정,20170228900553,250.0,2.0,1512181750.0,2016-12-31,,주주총회,2017-03-24,2017-02-28,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020150211,현금ㆍ현물배당결정,20150211900349,250.0,2.6,1448256500.0,2014-12-31,,주주총회,2015-03-20,2015-02-11,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020160211,현금ㆍ현물배당결정,20160211900320,250.0,2.0,1512181750.0,2015-12-31,,주주총회,2016-03-18,2016-02-11,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020140220,현금ㆍ현물배당결정,20140220900076,250.0,2.4,1448256500.0,2013-12-31,,주주총회,2014-03-21,2014-02-20,-1.0,1
대정화금,120240,1970-01-01 00:00:00.020130220,현금ㆍ현물배당결정,20130220900410,300.0,3.2,1585180600.0,2012-12-31,,개최,2013-03-22,2013-02-20,-1.0,1
E1,17940,1970-01-01 00:00:00.020250212,현금ㆍ현물배당결정              ,20250212800705,3000.0,4.5,17345253000.0,2025-02-28,,개최,-,2025-02-12,-1.0,1
E1,17940,1970-01-01 00:00:00.020240712,현금ㆍ현물배당결정              ,20240712800399,450.0,0.6,2601787950.0,2024-07-31,2024-08-13,미개최,-,2024-07-12,19947.0,0
E1,17940,1970-01-01 00:00:00.020240215,현금ㆍ현물배당결정              ,20240215800649,4450.0,6.7,25728791950.0,2023-12-31,,개최,-,2024-02-15,-1.0,1
E1,17940,1970-01-01 00:00:00.020230714,현금ㆍ현물배당결정,20230714800282,700.0,1.4,4047225700.0,2023-06-30,2023-08-10,미개최,-,2023-07-14,19578.0,0
E1,17940,1970-01-01 00:00:00.020230209,현금ㆍ현물배당결정,20230209800814,3600.0,7.6,20814303600.0,2022-12-31,,개최,2023-03-24,2023-02-09,-1.0,1
E1,17940,1970-01-01 00:00:00.020210210,현금ㆍ현물배당결정,20210210801064,2200.0,4.8,12719852200.0,2020-12-31,,개최,2021-03-26,2021-02-10,-1.0,1
E1,17940,1970-01-01 00:00:00.020220207,현금ㆍ현물배당결정,20220207801280,2200.0,4.5,12719852200.0,2021-12-31,,개최,2022-03-25,2022-02-07,-1.0,1
E1,17940,1970-01-01 00:00:00.020200213,현금ㆍ현물배당결정,20200213800682,2200.0,4.5,12719852200.0,2019-12-31,,개최,2020-03-27,2020-02-13,-1.0,1
E1,17940,1970-01-01 00:00:00.020190131,현금ㆍ현물배당결정,20190131800846,2000.0,3.5,11563502000.0,2018-12-31,,개최,2019-03-22,2019-01-31,-1.0,1
E1,17940,1970-01-01 00:00:00.020180208,현금ㆍ현물배당결정,20180208801335,2000.0,3.5,11563502000.0,2017-12-31,,개최,2018-03-23,2018-02-08,-1.0,1
E1,17940,1970-01-01 00:00:00.020170209,[첨부추가]현금ㆍ현물배당결정,20170209800976,2000.0,3.2,11563502000.0,2016-12-31,,개최,2017-03-24,2017-02-09,-1.0,1
E1,17940,1970-01-01 00:00:00.020160205,현금ㆍ현물배당결정,20160205800886,2600.0,4.2,15032552600.0,2015-12-31,,개최,2016-03-25,2016-02-05,-1.0,1
E1,17940,1970-01-01 00:00:00.020150212,현금ㆍ현물배당결정,20150212800791,2000.0,2.7,11563502000.0,2014-12-31,,개최,2015-03-27,2015-02-12,-1.0,1
E1,17940,1970-01-01 00:00:00.020130208,현금ㆍ현물배당결정,20130208800333,1600.0,2.3,9250801600.0,2012-12-31,,개최,2013-03-29,2013-02-08,-1.0,1
E1,17940,1970-01-01 00:00:00.020140212,현금ㆍ현물배당결정,20140212800346,2000.0,2.9,11563502000.0,2013-12-31,,개최,2014-03-28,2014-02-12,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020250228,[기재정정]현금ㆍ현물배당결정              ,20250228800823,1350.0,1.2,240695655300.0,2025-02-28,,개최,-,2025-02-06,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020250206,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250206801142,376.0,1.5,222890000000.0,2024-12-31,,개최,-,2025-02-06,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020241108,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20241108800527,328.0,1.5,194700000000.0,2024-11-25,,미개최,-,2024-11-08,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020240729,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240729800416,1424.0,1.5,148860000000.0,2024-07-29,,미개최,-,2024-07-29,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020240228,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240228801080,6071.0,1.5,634630000000.0,2023-12-31,,개최,2024-03-21,2024-02-27,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020240207,현금ㆍ현물배당결정              ,20240207800877,2360.0,4.1,448333971920.0,2023-12-31,,개최,-,2024-02-07,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020230804,현금ㆍ현물배당결정(자회사의 주요경영사항),20230804800392,472.0,1.5,280000000000.0,2023-08-04,2023-08-17,미개최,-,2023-08-04,19585.0,0
메리츠금융지주,138040,1970-01-01 00:00:00.020230202,현금ㆍ현물배당결정(자회사의 주요경영사항),20230202800580,135.0,2.2,75092951610.0,2022-12-31,,개최,-,2023-02-02,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020220207,현금ㆍ현물배당결정,20220207801147,210.0,0.5,26406266670.0,2021-12-31,,개최,-,2022-02-07,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020220127,현금ㆍ현물배당결정(자회사의 주요경영사항),20220127800710,100.0,1.9,72019241847.0,2021-12-31,,개최,2022-03-17,2022-01-27,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020210208,현금ㆍ현물배당결정,20210208800986,900.0,8.6,118463061600.0,2020-12-31,,개최,-,2021-02-08,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020210205,현금ㆍ현물배당결정(자회사의 주요경영사항),20210205800607,1280.0,7.9,151070947840.0,2020-12-31,,개최,-,2021-02-05,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020210201,현금ㆍ현물배당결정(자회사의 주요경영사항),20210201800631,320.0,8.3,222671001948.0,2020-12-31,,개최,2021-03-18,2021-02-01,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020200130,현금ㆍ현물배당결정,20200130800672,550.0,4.6,74149790550.0,2019-12-31,,개최,-,2020-01-30,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020200129,현금ㆍ현물배당결정(자회사의 주요경영사항),20200129800448,200.0,5.0,135745771439.0,2019-12-31,,개최,-,2020-01-29,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020190129,현금ㆍ현물배당결정,20190129800811,470.0,3.9,64784163150.0,2018-12-31,,개최,-,2019-01-29,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020190128,현금ㆍ현물배당결정(자회사의 주요경영사항),20190128800586,820.0,3.8,91739436840.0,2018-12-31,,개최,-,2019-01-28,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020180205,현금ㆍ현물배당결정,20180205801064,520.0,3.4,71841835000.0,2017-12-31,,개최,-,2018-02-05,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020180201,현금ㆍ현물배당결정(자회사의 주요경영사항),20180201800537,200.0,4.3,128798437106.0,2017-12-31,,개최,-,2018-02-01,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020180126,현금ㆍ현물배당결정(자회사의 주요경영사항),20180126800466,1140.0,4.7,124503032040.0,2017-12-31,,개최,-,2018-01-26,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020170209,현금ㆍ현물배당결정,20170209800737,300.0,2.7,42150044700.0,2016-12-31,,개최,-,2017-02-09,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020170208,현금ㆍ현물배당결정(자회사의 주요경영사항),20170208800822,750.0,1.5,32400000000.0,2016-12-31,,개최,2017-03-24,2017-02-08,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020160204,현금ㆍ현물배당결정,20160204801102,155.0,1.2,21777523095.0,2015-12-31,,개최,-,2016-02-04,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020160203,현금ㆍ현물배당결정(자회사의 주요경영사항),20160203800752,600.0,1.5,25920000000.0,2015-12-31,,개최,-,2016-02-03,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020160129,현금ㆍ현물배당결정(자회사의 주요경영사항),20160129800791,570.0,3.6,60167577210.0,2015-12-31,,개최,-,2016-01-29,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020150205,현금ㆍ현물배당결정,20150205800827,85.0,0.9,11942512750.0,2014-12-31,,개최,-,2015-02-05,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020150203,현금ㆍ현물배당결정(자회사의 주요경영사항),20150203800571,228.0,1.5,8208000000.0,2014-12-31,,개최,2015-03-19,2015-02-03,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020150128,현금ㆍ현물배당결정(자회사의 주요경영사항),20150128800597,380.0,3.1,39959881160.0,2014-12-31,,개최,-,2015-01-28,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020140206,현금ㆍ현물배당결정,20140206800730,90.0,1.4,10112180490.0,2013-12-31,,개최,-,2014-02-06,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020140304,현금ㆍ현물배당결정(자회사의 주요경영사항),20140304800677,70.0,3.9,21229416390.0,2013-12-31,,개최,2014-03-21,2014-03-04,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020140127,현금ㆍ현물배당결정(자회사의 주요경영사항),20140127800343,320.0,2.1,32155200640.0,2013-12-31,,개최,-,2014-01-27,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020130521,현금ㆍ현물배당결정(자회사의 주요경영사항),20130521800369,85.0,5.7,26279227045.0,2013-03-31,,개최,2013-06-07,2013-05-21,-1.0,1
메리츠금융지주,138040,1970-01-01 00:00:00.020130509,현금ㆍ현물배당결정,20130509800360,75.0,1.87,6113693275.0,2013-03-31,,개최,-,2013-05-09,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020250425,현금ㆍ현물배당결정              ,20250425800006,830.0,1.4,176695663860.0,2025-05-31,2025-06-19,미개최,-,2025-04-24,20257.0,0
메리츠금융지주,138040,1970-01-01 00:00:00.020130424,현금ㆍ현물배당결정(자회사의 주요경영사항),20130424800300,300.0,2.4,29007880800.0,2013-03-31,,개최,-,2013-04-24,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020250212,현금ㆍ현물배당결정              ,20250212800008,1050.0,1.9,223530659100.0,2025-02-28,,개최,-,2025-02-11,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020241024,현금ㆍ현물배당결정              ,20241024800366,830.0,1.4,176695663860.0,2024-09-30,,미개최,-,2024-10-24,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020240726,현금ㆍ현물배당결정              ,20240726800002,830.0,1.6,176695663860.0,2024-06-30,,미개최,-,2024-07-25,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020240425,현금ㆍ현물배당결정              ,20240425800127,830.0,1.6,176691117950.0,2024-03-31,,미개최,-,2024-04-25,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020240205,현금ㆍ현물배당결정              ,20240205800006,1050.0,2.1,223334716500.0,2023-12-31,,개최,-,2024-02-02,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020230727,현금ㆍ현물배당결정,20230727800003,830.0,1.7,181332706200.0,2023-06-30,,미개최,-,2023-07-26,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020231025,현금ㆍ현물배당결정,20231025800598,830.0,1.6,179622705340.0,2023-09-30,,미개최,-,2023-10-25,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020230420,현금ㆍ현물배당결정,20230420800174,830.0,1.7,181326897030.0,2023-03-31,,미개최,-,2023-04-20,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020221028,현금ㆍ현물배당결정,20221028800003,830.0,1.59,180966603990.0,2022-09-30,,미개최,-,2022-10-27,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020230208,현금ㆍ현물배당결정,20230208800005,830.0,1.7,180966603990.0,2022-12-31,,개최,-,2023-02-07,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020220728,현금ㆍ현물배당결정,20220728800240,830.0,1.55,180966603990.0,2022-06-30,,미개최,-,2022-07-28,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020220428,현금ㆍ현물배당결정,20220428800321,830.0,1.44,180942348900.0,2022-03-31,,미개최,-,2022-04-28,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020220209,현금ㆍ현물배당결정,20220209800004,1660.0,2.7,361186372320.0,2021-12-31,,개최,-,2022-02-08,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020211101,현금ㆍ현물배당결정,20211101800122,2500.0,0.8,177901607500.0,2021-09-30,,미개최,-,2021-11-01,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020210723,현금ㆍ현물배당결정,20210723800001,2500.0,0.77,177901607500.0,2021-06-30,,미개최,-,2021-07-22,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020210202,현금ㆍ현물배당결정,20210202800260,9000.0,3.7,641944377000.0,2020-12-31,,개최,-,2021-02-02,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020200722,현금ㆍ현물배당결정,20200722800003,1000.0,0.5,73136448000.0,2020-06-30,,미개최,-,2020-07-21,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020200207,현금ㆍ현물배당결정,20200207800002,9000.0,3.7,658228032000.0,2019-12-31,,개최,-,2020-02-06,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020190725,현금ㆍ현물배당결정,20190725800661,1000.0,0.4,71869828000.0,2019-06-30,,미개최,-,2019-07-25,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020180727,현금ㆍ현물배당결정,20180727800003,1000.0,0.4,70609160000.0,2018-06-30,,미개최,-,2018-07-26,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020190130,현금ㆍ현물배당결정,20190130800824,9000.0,3.3,646828452000.0,2018-12-31,,개최,-,2019-01-30,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020180205,현금ㆍ현물배당결정,20180205800005,9000.0,3.3,635482440000.0,2017-12-31,,개최,-,2018-02-02,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020170728,현금ㆍ현물배당결정,20170728800132,1000.0,0.4,70609160000.0,2017-06-30,,미개최,-,2017-07-28,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020170202,현금ㆍ현물배당결정,20170202800598,9000.0,3.9,635482440000.0,2016-12-31,,개최,-,2017-02-02,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020160728,현금ㆍ현물배당결정,20160728800121,1000.0,0.48,70609160000.0,2016-06-30,,미개최,-,2016-07-28,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020160203,[첨부추가]현금ㆍ현물배당결정,20160203800831,9000.0,3.9,635482440000.0,2015-12-31,,개최,-,2016-02-03,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020150723,현금ㆍ현물배당결정,20150723800490,1000.0,0.4,72629160000.0,2015-06-30,,미개최,-,2015-07-23,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020140725,현금ㆍ현물배당결정,20140725800001,1000.0,0.4,70936336000.0,2014-06-30,,미개최,-,2014-07-24,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020150206,현금ㆍ현물배당결정,20150206800048,8400.0,3.5,595865222400.0,2014-12-31,,개최,-,2015-02-05,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020140207,현금ㆍ현물배당결정,20140207800006,8400.0,3.7,595865222400.0,2013-12-31,,개최,-,2014-02-06,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020130726,현금ㆍ현물배당결정,20130726800003,1000.0,0.49,70508482000.0,2013-06-30,,미개최,-,2013-07-25,-1.0,1
SK텔레콤,17670,1970-01-01 00:00:00.020130208,현금ㆍ현물배당결정,20130208800127,8400.0,5.3,585437991600.0,2012-12-31,,개최,-,2013-02-07,-1.0,1
LX홀딩스,383800,1970-01-01 00:00:00.020250210,현금ㆍ현물배당결정              ,20250210801441,290.0,4.3,22544815410.0,2025-02-28,,개최,-,2025-02-10,-1.0,1
LX홀딩스,383800,1970-01-01 00:00:00.020250207,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250207800328,2000.0,8.1,71935804000.0,2025-02-28,,개최,-,2025-02-07,-1.0,1
